G0129,Partial hosp prog service
49320,Diag laparo separate proc
49321,Laparoscopy biopsy
49322,Laparoscopy aspiration
49323,Laparo drain lymphocele
49324,Lap insert tunnel ip cath
49325,Lap revision perm ip cath
49329,Laparo proc abdm/per/oment
49402,Remove foreign body adbomen
49405,Image cath fluid colxn visc
49406,Image cath fluid peri/retro
49407,Image cath fluid trns/vgnl
49418,Insert tun ip cath perc
49419,Insert tun ip cath w/port
49421,Ins tun ip cath for dial opn
49422,Remove tunneled ip cath
49423,Exchange drainage catheter
49425,Insert abdomen-venous drain
49426,Revise abdomen-venous shunt
49428,Ligation of shunt
49429,Removal of shunt
49436,Embedded ip cath exit-site
49440,Place gastrostomy tube perc
49441,Place duod/jej tube perc
49442,Place cecostomy tube perc
49446,Change g-tube to g-j perc
49450,Replace g/c tube perc
49451,Replace duod/jej tube perc
49452,Replace g-j tube perc
49460,Fix g/colon tube w/device
49491,Rpr hern preemie reduc
49492,Rpr ing hern premie blocked
49495,Rpr ing hernia baby reduc
49496,Rpr ing hernia baby blocked
49500,Rpr ing hernia init reduce
49501,Rpr ing hernia init blocked
49505,Prp i/hern init reduc >5 yr
49507,Prp i/hern init block >5 yr
49520,Rerepair ing hernia reduce
49521,Rerepair ing hernia blocked
49525,Repair ing hernia sliding
49540,Repair lumbar hernia
49550,Rpr rem hernia init reduce
49553,Rpr fem hernia init blocked
49555,Rerepair fem hernia reduce
49557,Rerepair fem hernia blocked
49560,Rpr ventral hern init reduc
49561,Rpr ventral hern init block
49565,Rerepair ventrl hern reduce
49566,Rerepair ventrl hern block
49570,Rpr epigastric hern reduce
49572,Rpr epigastric hern blocked
49580,Rpr umbil hern reduc < 5 yr
49582,Rpr umbil hern block < 5 yr
49585,Rpr umbil hern reduc > 5 yr
49587,Rpr umbil hern block > 5 yr
49590,Repair spigelian hernia
49600,Repair umbilical lesion
49605,Repair umbilical lesion
49606,Repair umbilical lesion
49610,Repair umbilical lesion
49611,Repair umbilical lesion
49650,Lap ing hernia repair init
49651,Lap ing hernia repair recur
49652,Lap vent/abd hernia repair
49653,Lap vent/abd hern proc comp
49654,Lap inc hernia repair
49655,Lap inc hern repair comp
49656,Lap inc hernia repair recur
49657,Lap inc hern recur comp
49659,Laparo proc hernia repair
49900,Repair of abdominal wall
49904,Omental flap extra-abdom
49906,Free omental flap microvasc
49999,Abdomen surgery procedure
50010,Exploration of kidney
50020,Renal abscess open drain
50040,Drainage of kidney
50045,Exploration of kidney
50060,Removal of kidney stone
50065,Incision of kidney
50070,Incision of kidney
50075,Removal of kidney stone
50080,Removal of kidney stone
50081,Removal of kidney stone
50100,Revise kidney blood vessels
50120,Exploration of kidney
50125,Explore and drain kidney
50130,Removal of kidney stone
50135,Exploration of kidney
50220,Remove kidney open
50225,Removal kidney open complex
50230,Removal kidney open radical
50234,Removal of kidney & ureter
50236,Removal of kidney & ureter
50240,Partial removal of kidney
50250,Cryoablate renal mass open
50280,Removal of kidney lesion
50290,Removal of kidney lesion
50320,Remove kidney living donor
50340,Removal of kidney
50360,Transplantation of kidney
50365,Transplantation of kidney
50370,Remove transplanted kidney
50380,Reimplantation of kidney
50382,Change ureter stent percut
50384,Remove ureter stent percut
50385,Change stent via transureth
50386,Remove stent via transureth
50387,Change nephroureteral cath
50389,Remove renal tube w/fluoro
50390,Drainage of kidney lesion
50391,Instll rx agnt into rnal tub
50395,Create passage to kidney
50396,Measure kidney pressure
50400,Revision of kidney/ureter
50405,Revision of kidney/ureter
50432,Plmt nephrostomy catheter
50433,Plmt nephroureteral catheter
50434,Convert nephrostomy catheter
50435,Exchange nephrostomy cath
50500,Repair of kidney wound
50520,Close kidney-skin fistula
50525,Close nephrovisceral fistula
50526,Close nephrovisceral fistula
50540,Revision of horseshoe kidney
50541,Laparo ablate renal cyst
50542,Laparo ablate renal mass
50543,Laparo partial nephrectomy
50544,Laparoscopy pyeloplasty
50545,Laparo radical nephrectomy
50546,Laparoscopic nephrectomy
50547,Laparo removal donor kidney
50548,Laparo remove w/ureter
50549,Laparoscope proc renal
50551,Kidney endoscopy
50553,Kidney endoscopy
50555,Kidney endoscopy & biopsy
50557,Kidney endoscopy & treatment
50561,Kidney endoscopy & treatment
50562,Renal scope w/tumor resect
50570,Kidney endoscopy
50572,Kidney endoscopy
50574,Kidney endoscopy & biopsy
50575,Kidney endoscopy
50576,Kidney endoscopy & treatment
50580,Kidney endoscopy & treatment
50590,Fragmenting of kidney stone
50592,Perc rf ablate renal tumor
50593,Perc cryo ablate renal tum
50600,Exploration of ureter
50605,Insert ureteral support
50610,Removal of ureter stone
50620,Removal of ureter stone
50630,Removal of ureter stone
50650,Removal of ureter
50660,Removal of ureter
50686,Measure ureter pressure
50688,Change of ureter tube/stent
50693,Plmt ureteral stent prq
50694,Plmt ureteral stent prq
50695,Plmt ureteral stent prq
50700,Revision of ureter
50715,Release of ureter
50722,Release of ureter
50725,Release/revise ureter
50727,Revise ureter
50728,Revise ureter
50740,Fusion of ureter & kidney
50750,Fusion of ureter & kidney
50760,Fusion of ureters
50770,Splicing of ureters
50780,Reimplant ureter in bladder
50782,Reimplant ureter in bladder
50783,Reimplant ureter in bladder
50785,Reimplant ureter in bladder
50800,Implant ureter in bowel
50810,Fusion of ureter & bowel
50815,Urine shunt to intestine
50820,Construct bowel bladder
50825,Construct bowel bladder
50830,Revise urine flow
50840,Replace ureter by bowel
50845,Appendico-vesicostomy
50860,Transplant ureter to skin
50900,Repair of ureter
50920,Closure ureter/skin fistula
50930,Closure ureter/bowel fistula
50940,Release of ureter
50945,Laparoscopy ureterolithotomy
50947,Laparo new ureter/bladder
50948,Laparo new ureter/bladder
50949,Laparoscope proc ureter
50951,Endoscopy of ureter
50953,Endoscopy of ureter
50955,Ureter endoscopy & biopsy
50957,Ureter endoscopy & treatment
50961,Ureter endoscopy & treatment
50970,Ureter endoscopy
50972,Ureter endoscopy & catheter
50974,Ureter endoscopy & biopsy
50976,Ureter endoscopy & treatment
50980,Ureter endoscopy & treatment
51020,Incise & treat bladder
51030,Incise & treat bladder
51040,Incise & drain bladder
51045,Incise bladder/drain ureter
51050,Removal of bladder stone
51060,Removal of ureter stone
51065,Remove ureter calculus
51080,Drainage of bladder abscess
51100,Drain bladder by needle
51101,Drain bladder by trocar/cath
51102,Drain bl w/cath insertion
51500,Removal of bladder cyst
51520,Removal of bladder lesion
51525,Removal of bladder lesion
51530,Removal of bladder lesion
51535,Repair of ureter lesion
51550,Partial removal of bladder
51555,Partial removal of bladder
51565,Revise bladder & ureter(s)
51570,Removal of bladder
51575,Removal of bladder & nodes
51580,Remove bladder/revise tract
51585,Removal of bladder & nodes
51590,Remove bladder/revise tract
51595,Remove bladder/revise tract
51596,Remove bladder/create pouch
51597,Removal of pelvic structures
51700,Irrigation of bladder
51701,Insert bladder catheter
51702,Insert temp bladder cath
51703,Insert bladder cath complex
51705,Change of bladder tube
51710,Change of bladder tube
51715,Endoscopic injection/implant
51720,Treatment of bladder lesion
51725,Simple cystometrogram
51726,Complex cystometrogram
51727,Cystometrogram w/up
51728,Cystometrogram w/vp
51729,Cystometrogram w/vp&up
51736,Urine flow measurement
51741,Electro-uroflowmetry first
51784,Anal/urinary muscle study
51785,Anal/urinary muscle study
51792,Urinary reflex study
51798,Us urine capacity measure
51800,Revision of bladder/urethra
51820,Revision of urinary tract
51840,Attach bladder/urethra
51841,Attach bladder/urethra
51845,Repair bladder neck
51860,Repair of bladder wound
51865,Repair of bladder wound
51880,Repair of bladder opening
51900,Repair bladder/vagina lesion
51920,Close bladder-uterus fistula
51925,Hysterectomy/bladder repair
51940,Correction of bladder defect
51960,Revision of bladder & bowel
51980,Construct bladder opening
51990,Laparo urethral suspension
51992,Laparo sling operation
51999,Laparoscope proc bla
52000,Cystoscopy
52001,Cystoscopy removal of clots
52005,Cystoscopy & ureter catheter
52007,Cystoscopy and biopsy
52010,Cystoscopy & duct catheter
52204,Cystoscopy w/biopsy(s)
52214,Cystoscopy and treatment
52224,Cystoscopy and treatment
52234,Cystoscopy and treatment
52235,Cystoscopy and treatment
52240,Cystoscopy and treatment
52250,Cystoscopy and radiotracer
52260,Cystoscopy and treatment
52265,Cystoscopy and treatment
52270,Cystoscopy & revise urethra
52275,Cystoscopy & revise urethra
52276,Cystoscopy and treatment
52277,Cystoscopy and treatment
52281,Cystoscopy and treatment
52282,Cystoscopy implant stent
52283,Cystoscopy and treatment
52285,Cystoscopy and treatment
52287,Cystoscopy chemodenervation
52290,Cystoscopy and treatment
52300,Cystoscopy and treatment
52301,Cystoscopy and treatment
52305,Cystoscopy and treatment
52310,Cystoscopy and treatment
52315,Cystoscopy and treatment
52317,Remove bladder stone
52318,Remove bladder stone
52320,Cystoscopy and treatment
52325,Cystoscopy stone removal
52327,Cystoscopy inject material
52330,Cystoscopy and treatment
52332,Cystoscopy and treatment
52334,Create passage to kidney
52341,Cysto w/ureter stricture tx
52342,Cysto w/up stricture tx
52343,Cysto w/renal stricture tx
52344,Cysto/uretero stricture tx
52345,Cysto/uretero w/up stricture
52346,Cystouretero w/renal strict
52351,Cystouretero & or pyeloscope
52352,Cystouretero w/stone remove
52353,Cystouretero w/lithotripsy
52354,Cystouretero w/biopsy
52355,Cystouretero w/excise tumor
52356,Cysto/uretero w/lithotripsy
52400,Cystouretero w/congen repr
52402,Cystourethro cut ejacul duct
52441,Cystourethro w/implant
52450,Incision of prostate
52500,Revision of bladder neck
52601,Prostatectomy (turp)
52630,Remove prostate regrowth
52640,Relieve bladder contracture
52647,Laser surgery of prostate
52648,Laser surgery of prostate
52649,Prostate laser enucleation
52700,Drainage of prostate abscess
53000,Incision of urethra
53010,Incision of urethra
53020,Incision of urethra
53025,Incision of urethra
53040,Drainage of urethra abscess
53060,Drainage of urethra abscess
53080,Drainage of urinary leakage
53085,Drainage of urinary leakage
53210,Removal of urethra
53215,Removal of urethra
53220,Treatment of urethra lesion
53230,Removal of urethra lesion
53235,Removal of urethra lesion
53240,Surgery for urethra pouch
53250,Removal of urethra gland
53260,Treatment of urethra lesion
53265,Treatment of urethra lesion
53270,Removal of urethra gland
53275,Repair of urethra defect
53400,Revise urethra stage 1
53405,Revise urethra stage 2
53410,Reconstruction of urethra
53415,Reconstruction of urethra
53420,Reconstruct urethra stage 1
53425,Reconstruct urethra stage 2
53430,Reconstruction of urethra
53431,Reconstruct urethra/bladder
53440,Male sling procedure
53442,Remove/revise male sling
53444,Insert tandem cuff
53445,Insert uro/ves nck sphincter
53446,Remove uro sphincter
53447,Remove/replace ur sphincter
53448,Remov/replc ur sphinctr comp
53449,Repair uro sphincter
53450,Revision of urethra
53460,Revision of urethra
53500,Urethrlys transvag w/ scope
53502,Repair of urethra injury
53505,Repair of urethra injury
53510,Repair of urethra injury
53515,Repair of urethra injury
53520,Repair of urethra defect
53600,Dilate urethra stricture
53601,Dilate urethra stricture
53605,Dilate urethra stricture
53620,Dilate urethra stricture
53621,Dilate urethra stricture
53660,Dilation of urethra
53661,Dilation of urethra
53665,Dilation of urethra
53850,Prostatic microwave thermotx
53852,Prostatic rf thermotx
53855,Insert prost urethral stent
53860,Transurethral rf treatment
53899,Urology surgery procedure
54000,Slitting of prepuce
54001,Slitting of prepuce
54015,Drain penis lesion
54050,Destruction penis lesion(s)
54055,Destruction penis lesion(s)
54056,Cryosurgery penis lesion(s)
54057,Laser surg penis lesion(s)
54060,Excision of penis lesion(s)
54065,Destruction penis lesion(s)
54110,Treatment of penis lesion
54111,Treat penis lesion graft
54112,Treat penis lesion graft
54115,Treatment of penis lesion
54120,Partial removal of penis
54125,Removal of penis
54130,Remove penis & nodes
54135,Remove penis & nodes
54150,Circumcision w/regionl block
54160,Circumcision neonate
54161,Circum 28 days or older
54162,Lysis penil circumic lesion
54163,Repair of circumcision
54164,Frenulotomy of penis
54200,Treatment of penis lesion
54205,Treatment of penis lesion
54220,Treatment of penis lesion
54231,Dynamic cavernosometry
54235,Penile injection
54240,Penis study
54250,Penis study
54300,Revision of penis
54304,Revision of penis
54308,Reconstruction of urethra
54312,Reconstruction of urethra
54316,Reconstruction of urethra
54318,Reconstruction of urethra
54322,Reconstruction of urethra
54324,Reconstruction of urethra
54326,Reconstruction of urethra
54328,Revise penis/urethra
54332,Revise penis/urethra
54336,Revise penis/urethra
54340,Secondary urethral surgery
54344,Secondary urethral surgery
54348,Secondary urethral surgery
54352,Reconstruct urethra/penis
54360,Penis plastic surgery
54380,Repair penis
54385,Repair penis
54390,Repair penis and bladder
54400,Insert semi-rigid prosthesis
54401,Insert self-contd prosthesis
54405,Insert multi-comp penis pros
54406,Remove muti-comp penis pros
54408,Repair multi-comp penis pros
54410,Remove/replace penis prosth
54411,Remov/replc penis pros comp
54415,Remove self-contd penis pros
54416,Remv/repl penis contain pros
54417,Remv/replc penis pros compl
54420,Revision of penis
54430,Revision of penis
54435,Revision of penis
54437,Repair corporeal tear
54438,Replantation of penis
54440,Repair of penis
54450,Preputial stretching
54512,Excise lesion testis
54520,Removal of testis
54522,Orchiectomy partial
54530,Removal of testis
54535,Extensive testis surgery
54550,Exploration for testis
54560,Exploration for testis
54600,Reduce testis torsion
54620,Suspension of testis
54640,Suspension of testis
54650,Orchiopexy (fowler-stephens)
54660,Revision of testis
54670,Repair testis injury
54680,Relocation of testis(es)
54690,Laparoscopy orchiectomy
54692,Laparoscopy orchiopexy
54699,Laparoscope proc testis
54700,Drainage of scrotum
54830,Remove epididymis lesion
54840,Remove epididymis lesion
54860,Removal of epididymis
54861,Removal of epididymis
54865,Explore epididymis
54900,Fusion of spermatic ducts
54901,Fusion of spermatic ducts
55000,Drainage of hydrocele
55040,Removal of hydrocele
55041,Removal of hydroceles
55060,Repair of hydrocele
55100,Drainage of scrotum abscess
55110,Explore scrotum
55120,Removal of scrotum lesion
55150,Removal of scrotum
55175,Revision of scrotum
55180,Revision of scrotum
55200,Incision of sperm duct
55250,Removal of sperm duct(s)
55300,Prepare sperm duct x-ray
55400,Repair of sperm duct
55500,Removal of hydrocele
55520,Removal of sperm cord lesion
55530,Revise spermatic cord veins
55535,Revise spermatic cord veins
55540,Revise hernia & sperm veins
55550,Laparo ligate spermatic vein
55559,Laparo proc spermatic cord
55600,Incise sperm duct pouch
55605,Incise sperm duct pouch
55650,Remove sperm duct pouch
55680,Remove sperm pouch lesion
55720,Drainage of prostate abscess
55725,Drainage of prostate abscess
55801,Removal of prostate
55810,Extensive prostate surgery
55812,Extensive prostate surgery
55815,Extensive prostate surgery
55821,Removal of prostate
55831,Removal of prostate
55840,Extensive prostate surgery
55842,Extensive prostate surgery
55845,Extensive prostate surgery
55865,Extensive prostate surgery
55866,Laparo radical prostatectomy
55870,Electroejaculation
55873,Cryoablate prostate
55875,Transperi needle place pros
55899,Genital surgery procedure
55970,Sex transformation m to f
